Posicao,EMPRESA,SETOR,VENDAS LÍQUIDAS VALOR(EM R$ MILHÕES),VENDAS LÍQUIDAS VALOR(EM US$ MILHÕES),VENDAS LÍQUIDAS CRESCIMENTO(EM %),LUCRO LÍQUIDO AJUSTADO(EM US$ MILHÕES),LUCRO LÍQUIDO LEGAL(EM US$ MILHÕES),PATRIMÔNIO LÍQUIDO AJUSTADO(EM US$ MILHÕES),PATRIMÔNIO LÍQUIDO LEGAL(EM US$ MILHÕES),RENTABILIDADE AJUSTADA(EM %),RENTABILIDADE LEGAL(EM %),RENTABILIDADE SOBRE VENDAS(EM %),CAPITAL CIRCUL. LÍQUIDO(EM US$ MILHÕES),LIQUIDEZ GERAL(EM NO. ÍNDICE),ENDIVIDAMENTO GERAL(EM %),ENDIVIDAMENTO LONGO PRAZO(EM %),RIQUEZA CRIADA(EM US$ MILHÕES),NO. DE EMPREG.,RIQUEZA CRIADA POR EMPREG.(EM US$ MIL),SALÁRIOS E ENCARGOS(EM US$ MILHÕES),TRIBUTOS(EM US$ MILHÕES),EBITDA(EM US$ MILHÕES),EXPORTAÇÃO VALOR(EM US$ MILHÕES),EXPORTAÇÃO % DAS VENDAS,CONTROLE ACIONÁRIO,Ano
327,Grendene,Têxteis,2444.7,606.5,0.2,133.8,151.5,899.6,896.7,13.6,15.5,22.1,656.7,8.6,10.1,0.8,339.9,20664,16.4,144.4,70.7,144.6,163.2,26.9,Brasileiro,2018
284,Alpargatas,Têxteis,2734.1,678.3,-11.4,90.5,97.3,590.7,587,14.3,15.5,13.3,280.8,1.8,32.3,11.6,398.8,15447,24.7,137.9,113.6,117.9,81.2,12,Brasileiro,2017
340,Copagaz,Atacado,2309.2,572.9,12.2,14,14.2,88.3,86.9,15,15.5,2.4,31.4,1.4,34.3,16.1,93,1704,53.6,40.9,17.7,40.6,NA,NA,Brasileiro,2017
229,Empresa de Navegação Elcano,Transporte,3452.3,856.5,35.1,12.5,12,79.7,77.2,15.7,15.5,1.5,43.7,0.9,78.6,39.6,NA,NA,NA,NA,NA,53.9,NA,NA,Espanhol,2019
353,CEG Rio,Energia,2242.7,556.4,-14.7,20,18.2,100.3,95.9,16.4,15.4,3.6,-34.3,0.5,61.7,21.3,50.9,0,NA,1,23.1,43.4,NA,NA,Espanhol,2018
312,Panvel Farmácias,Varejo,2568.2,637.2,4.1,18.2,19.4,121.6,120.1,14.3,15.4,2.9,56.7,1.3,54.6,6.7,186.1,6569,28.7,74.8,68,33.7,NA,NA,Brasileiro,2018
303,Coopavel,Produção Agropecuária,2399.3,595.3,-0.2,16,12.5,86.5,79.6,18.2,15.4,2.7,1.7,0.7,79.1,22.9,143.4,5426,26.9,116.2,13.8,29,81.6,13.7,Brasileiro,2016
319,MBR,Mineração,2567.4,637,27.3,389.9,465.9,2580.4,2566.5,12.7,15.3,61.2,177,0.9,21.2,10.8,NA,0,NA,0,NA,594.7,NA,NA,Brasileiro,2019
416,Petroquímica Suape,Química e Petroquímica,1859.9,461.4,68.7,66.8,65.9,438.9,434.1,15.2,15.2,14.5,146.9,4.5,12.7,2.2,NA,NA,NA,NA,NA,88.3,9.3,2,Mexicano,2018
118,Elektro Redes,Energia,5411.5,1342.6,-22.2,97,97.2,576.3,552.3,14.6,15.2,7.2,90.8,1,69.4,37.3,1058.9,3708,285.4,56.5,854.3,213,NA,NA,Espanhol,2016
67,Aurora Alimentos,Bens de Consumo,8844.4,2194.3,-0.3,79.3,78.3,512.1,502.1,15.1,15.2,3.6,287.9,1,60.8,28.1,541.3,27848,20,220.2,132.4,117.9,601.7,27.4,Brasileiro,2017
398,AES TietêEnergia,Energia,1776.9,440.8,NA,112.7,99.1,472.9,436.2,16.3,15.1,25.6,-14.2,0.4,60.2,41,270.7,362,760.4,20.2,109.2,221.9,NA,NA,Americano,2016
54,Suzano Papel e Celulose,Papel e Celulose,10325.3,2561.7,-0.7,538.7,485.3,3231.4,3120.2,16.2,15.1,21,691.1,0.4,58.4,46.3,1126.8,7830,144.7,224.9,234,1060.8,1692.9,66.1,Brasileiro,2017
405,Alto Alegre,Energia,1928.9,478.5,-0.7,63.7,61.5,401,392.2,15.4,15.1,13.3,326.3,0.9,56.1,45.8,NA,10627,NA,100.4,NA,191.3,215.9,45.1,Brasileiro,2018
461,Copebras,Mineração,1640.1,406.9,11.1,38.9,40.4,230.1,226,14.4,15.1,9.6,122.9,1.4,39,27.4,235.6,1035,232.2,92.1,88.8,86.1,NA,NA,Chinês,2018
421,Petrovia,Transporte,1925,477.6,-7.8,6.9,8.1,52,51.9,12.8,15.1,1.4,48.3,2.4,40.4,0.3,18.8,123,159,0.6,3.1,9.6,NA,NA,Brasileiro,2019
487,Cesp,Energia,1606.3,398.5,-7.3,289.1,288.5,1824.5,1772.6,14.6,15,72.5,15.8,0.9,44.5,37.3,242.6,248,632.7,56.9,-194.6,214.1,NA,NA,Brasileiro,2019
286,Fleury Medicina e Saúde,Serviços de Saúde,2847.6,706.5,4,80.8,77.5,452.5,436.4,15.2,15,11.4,179.2,0.5,63.9,49.9,397.2,9968,40.5,138.2,107.6,212.2,1,0.1,Brasileiro,2019
389,Usina Coruripe,Energia,2104.4,522.1,-12.6,53.6,52.7,350.1,340,14.8,15,10.3,17.2,1,75.1,52.8,158.5,9200,17.1,94.4,18.4,124.2,225.9,43.3,Brasileiro,2019
97,NotreDame Intermédica,Serviços de Saúde,7163.6,1777.3,14.7,140.6,151.3,986.7,977.5,13.9,15,7.9,114.9,1,53.3,30.8,352.4,18172,23.1,83.6,134.2,216.9,NA,NA,Brasileiro,2019
46,Coamo,Produção Agropecuária,11374.2,2821.9,-6.2,188,198.8,1254.3,1242.6,14,15,6.7,858.4,1.5,51.1,16.8,329.4,7460,44.5,135.1,46.6,221.7,1122.8,39.8,Brasileiro,2017
193,Cocamar,Produção Agropecuária,3861.3,958,6.7,32.9,36,252.4,240.3,13,15,3.4,59.2,1.1,62.3,16.8,80.1,2268,34.1,37.7,7.8,44,121.8,12.7,Brasileiro,2015
181,Bianchini,Bens de Consumo,3701.1,918.2,-3.2,19.5,20.1,133.4,129.1,14,15,2.1,19.6,1.1,63.5,6.2,NA,NA,NA,NA,NA,16.6,NA,NA,Brasileiro,2016
373,Larco Distribuidora de Combustível,Atacado,1906.7,473,11.7,1.6,1.5,2.9,2.5,14.8,15,0.3,11.9,0.7,92.8,57.5,8.3,188,54.8,2.9,1.7,6.1,NA,NA,Brasileiro,2016
30,Sabesp,Infraestrutura,18384.1,4561,7.8,971.8,835.5,5648.4,5367.7,16.5,14.9,21.3,-386.4,0.5,52.7,39.3,2552.4,13945,179.8,529.9,770.3,1857.7,NA,NA,Estatal,2019
103,Cemig GT,Energia,6838.2,1696.5,4.5,192.8,207.2,1295.5,1274.3,13.7,14.9,11.4,36.1,0.7,69.9,56.1,479.6,1307,358.9,NA,336.2,175,NA,NA,Estatal,2019
37,RD,Varejo,13962.1,3463.9,12.3,134.3,137.2,877.9,865.2,14.4,14.9,3.9,378.6,1.2,49.1,11.5,1157.2,32057,38,376.4,484.4,300.5,NA,NA,Brasileiro,2017
255,Móveis Gazin,Varejo,3035.6,753.1,-9.7,27.4,37.9,245,240.8,10.6,14.9,3.6,225.9,1.7,51.9,18,224.7,7109,31.3,95.2,83,-38.2,NA,NA,Brasileiro,2015
108,Heringer,Química e Petroquímica,5912.2,1466.8,-24.4,16,11.9,87.3,79.9,18.3,14.9,1.1,-212.4,0.9,89.1,8.1,69,2932,22.5,46.7,-25.4,69.1,9.3,0.6,Brasileiro,2016
274,Fic Petroleo,Atacado,2768.7,686.9,-4.4,3.6,4.5,31.1,30.2,11.5,14.9,0.5,-9.6,1.2,70.8,16.5,NA,144,NA,3.7,NA,14,NA,NA,Brasileiro,2015
465,Berneck,Papel e Celulose,1492.5,370.3,10.6,54.4,54.2,362.4,348.4,14.3,14.8,14.7,95.6,0.6,50.2,36,152,1740,86.1,30.8,67.2,71.8,132.3,35.7,Brasileiro,2016
83,Whirlpool,Eletroeletrônico,7343.5,1821.9,0,110.1,117,606.9,601,13.8,14.8,6,-92.8,0.7,62.6,16,591.9,15348,38.3,315.8,242.4,73,324.7,17.8,Americano,2017
468,EDF Norte Fluminense,Energia,1686.5,418.4,3.1,51.3,52.6,332.6,325,14,14.7,12.3,-35.8,0.5,35.9,14.1,NA,NA,NA,NA,NA,119.9,NA,NA,Francês,2019
121,Celpa,Energia,5822.2,1444.5,2.9,120.1,117.9,797,777.9,14.6,14.7,8.3,299.5,1.1,66.4,45.4,824.1,1367,592.3,44.5,603.2,271.2,NA,NA,Brasileiro,2018
270,Casas Pernambucanas,Varejo,3012.1,747.3,-13.2,59.2,66.7,440.5,437,13,14.7,7.9,-24,0.7,67.9,29,NA,12538,NA,127.1,NA,139,NA,NA,Brasileiro,2019
35,Coamo,Produção Agropecuária,14913.7,3700,31.1,192.9,207.1,1336.9,1321.1,13.5,14.7,5.2,865.4,1.7,41.3,15.9,469.9,7838,61.4,149.1,40.3,359.3,1763.7,47.7,Brasileiro,2018
433,Larco Distribuidora de Combustível,Atacado,1707,423.5,-3.2,1.3,1.4,9.6,9.1,12.8,14.7,0.3,9.9,1.1,61.3,40.2,NA,116,NA,2.4,NA,4,NA,NA,Brasileiro,2015
85,RGE,Energia,8157.8,2023.9,NA,152.1,154.8,1004,980.1,14,14.6,7.5,103.3,1.1,59.4,43.4,1470,3663,505.9,51,1199.8,336.6,NA,NA,Chinês,2019
282,Móveis Gazin,Varejo,2740.8,680,0.8,41.1,44.9,279.7,278.6,13.3,14.6,6,247.8,1.8,50.9,20.3,256.1,7685,34.6,99,103.9,-64.4,NA,NA,Brasileiro,2017
74,Aurora Alimentos,Bens de Consumo,8564,2124.7,3.7,74.2,72.2,484.7,452.5,14.1,14.6,3.5,205.2,0.9,66.3,27.1,509.3,26485,20.5,183.8,113.3,109,545.7,25.7,Brasileiro,2015
138,Cielo,Serviços,5418.7,1344.4,-20.8,334.1,392,2357.1,2348.8,12.3,14.5,24.9,1609.7,1,89.8,10.2,564.5,1592,374.7,102.7,269.2,381.6,NA,NA,Brasileiro,2019
79,Localiza,Serviços,8599.1,2133.4,32.8,262.4,206.9,1436.9,1351.5,17.4,14.5,12.3,60.6,0.3,65.4,47.2,494,9309,60.3,160.9,114.7,346.9,2.2,0.1,Brasileiro,2019
429,Hering,Têxteis,1674.4,415.4,-14.8,46.8,55.1,339.8,334.3,12.2,14.5,11.3,201.8,3.3,21.1,3.5,175.6,7195,23.8,67.3,54.4,56.4,11.9,2.9,Pulverizado,2016
461,Gasmig,Energia,1592.5,395.1,18.5,40.9,40.1,265.2,259.1,14.5,14.5,10.3,-16.7,0.8,44.4,17.9,105.3,214,485.1,10.3,51,72.8,NA,NA,Estatal,2017
41,RaiaDrogasil,Varejo,12433,3084.6,13.4,117.4,123.7,829.7,804.3,13.3,14.5,3.8,337.8,1.3,47.4,10.2,1035.5,28844,37.5,346.8,430.2,266.1,NA,NA,Brasileiro,2016
280,Ericsson,Eletroeletrônico,2722.9,675.5,-9.8,12.4,23.8,160.8,158.6,7.5,14.5,1.8,41.3,1.2,76.6,8.4,NA,2303,NA,120.2,NA,36.8,189,28,Sueco,2015
3,Vale,Mineração,86018.6,21340.9,22.3,6467.1,6639.7,44860.2,44098.2,13.8,14.4,30.3,2270.9,0.4,47.4,39.9,13960.9,47282,297.7,1842.6,927.5,11291.9,18956.7,88.8,Brasileiro,2018
48,BG Brasil,Energia,11419.8,2833.2,26,771.1,533.8,3658.2,3243.3,18.7,14.4,27.2,-328.5,0.1,74,65.1,NA,NA,NA,NA,NA,1293.1,NA,NA,Anglo-holandês,2016
167,Sanepar,Infraestrutura,4412.8,1094.8,3.8,250.8,231,1532.9,1479.5,15.1,14.4,22.9,-76.2,0.4,46.6,34.4,764.4,7022,107.8,198.1,199.7,424.9,NA,NA,Estatal,2018
176,Lojas CEM,Varejo,4448.6,1103.7,2.8,112.7,135.6,893.3,893.6,12,14.4,10.2,847.9,3.3,27.5,6.7,NA,NA,NA,NA,NA,186.8,NA,NA,Brasileiro,2019
413,Zona Sul,Varejo,1799.2,446.4,5.7,6.1,7.8,53,51.3,11,14.4,1.4,14,1.3,57.4,14.9,NA,NA,NA,NA,NA,12.1,NA,NA,Brasileiro,2015
280,Zema Petróleo,Atacado,2838,704.1,3.7,5,5.4,33.5,33.1,13.3,14.4,0.7,24.5,1.7,47.4,18.9,NA,NA,NA,NA,NA,9.9,NA,NA,Brasileiro,2018
271,ISA Cteep,Energia,2916.3,723.5,4.9,416.9,487,2864.7,2864.4,12.3,14.3,57.6,494.7,2.1,37.8,34.8,740.9,1524,494.6,66.4,253.4,537.2,NA,NA,Colombiano,2018
480,Arysta LifeScience,Química e Petroquímica,1583,392.7,9.6,28.4,31.4,183.5,181.8,12.9,14.3,7.2,107.6,1.5,56.6,4.8,NA,NA,NA,NA,NA,59.3,NA,NA,Indiano,2018
104,Elektro,Energia,6915.5,1715.7,7.3,102,109,617.1,576.5,12.7,14.3,5.9,201.6,1,70.4,39.3,1401.8,3713,377.5,58.9,1169.5,244.2,NA,NA,Espanhol,2015
40,Coamo,Produção Agropecuária,13489.5,3346.7,-9.5,181.2,196.6,1400.3,1379.2,12.9,14.3,5.4,902.2,1.5,44.1,16.2,385.2,7938,48.8,172.6,42.4,254.5,1506,45,Brasileiro,2019
129,Electrolux,Eletroeletrônico,5662.3,1404.8,9.1,50.9,53.2,365.7,358.6,13.4,14.3,3.6,35.8,1.1,66.9,4,NA,6827,NA,148.9,NA,96.6,31.2,2.2,Sueco,2019
320,Cotrijal,Produção Agropecuária,2510.7,622.9,33.5,18.4,18.6,130.3,127.7,13.9,14.3,3,49.1,1.1,67.1,9.5,NA,NA,NA,NA,NA,34.8,NA,NA,Brasileiro,2018
293,São Martinho,Energia,2725.1,676.1,-1.2,129.6,131.1,892.1,877.1,13.8,14.2,19.2,250.6,0.5,59.2,46.9,293.9,12569,23.5,159.9,32.8,173.7,386.9,57.2,Brasileiro,2018
226,Hospital Israelita Albert Einstein,Serviços de Saúde,3472.5,861.5,11.6,117.7,121.3,871.4,853.8,13.5,14.2,13.7,214.1,1.4,32,18.1,435.8,14187,32.2,281.9,2.4,172.9,NA,NA,Brasileiro,2019
233,Sanofi-Aventis,Farmacêutico,3115.3,772.9,-7.8,44.5,60.8,446,427.2,NA,14.2,5.8,316.9,2.2,40.1,12,NA,NA,NA,NA,NA,NA,NA,NA,Francês,2016
431,Argo Transmissão de Energia,Energia,1800.5,446.7,NA,19.2,21.4,150.8,150.8,12.7,14.2,4.3,93,1.3,78.2,72,NA,NA,NA,NA,NA,50.1,NA,NA,Brasileiro,2018
17,Assaí Atacadista,Varejo,28707.3,7122.2,17.6,267,259.8,1805.4,1761,14.2,14.2,3.7,-264,0.4,69.3,41,1454.4,43670,36.1,343.2,766.4,485.5,NA,NA,Francês,2019
403,Mediservice,Serviços de Saúde,1844.3,457.6,1.4,11.6,13.1,89.1,89.1,12.6,14.2,2.5,84.2,2,48.4,2.6,13.2,58,239.7,0.8,7.6,11.3,NA,NA,Brasileiro,2017
300,Panvel Farmácias,Varejo,2772,687.7,7.9,17.4,19,131.7,130,12.8,14.2,2.5,74.9,0.9,64.1,29.6,183.1,7047,26.9,81.6,68.5,50.4,NA,NA,Brasileiro,2019
75,Furnas,Energia,8841.6,2193.6,-1.5,689.2,797.9,5402.5,5363.7,12.1,14.1,31.4,582.4,1.5,45.5,33,1730.8,2832,589.8,287.6,496,1068.3,NA,NA,Estatal,2019
367,Alto Alegre,Energia,1968.6,488.4,15.9,64.9,45.2,342.3,303.7,18.1,14.1,13.3,278.5,0.6,69.1,52.9,NA,11317,NA,103.3,NA,144.7,212.4,43.5,Brasileiro,2016
427,Gasmig,Energia,1899.4,471.2,10.7,44.8,40.8,258.1,247,14.9,14.1,9.5,-224,0.3,58.6,10.6,98.4,186,498.1,13.2,41,72.8,NA,NA,Estatal,2019
383,Hospital 9 de Julho,Serviços de Saúde,1842.5,457.1,6.9,22.4,18.8,141.5,132.8,15.8,14.1,4.9,-42,0.5,59.3,21.9,200.4,8080,25.9,109.6,48,43.4,NA,NA,Brasileiro,2016
68,Nidera Sementes,Produção Agropecuária,9312.1,2310.3,NA,26.2,29.3,214.8,208.5,12.2,14.1,1.1,191.9,1,85.3,18.8,NA,NA,NA,NA,NA,49.9,NA,NA,Chinês,2015
414,Avibras,Diversos,1811.2,449.4,18.3,84.8,84.2,614.1,602.8,13.8,14,18.9,148.9,1.2,31.4,15.5,214.2,1828,118.4,56.4,48.4,135,419.7,93.4,Brasileiro,2017
389,Totvs,Indústria Digital,1931.1,479.1,-7.2,43.7,57.4,374.2,363.6,10.4,14,9.1,75.2,0.8,47.3,27.6,310.5,7895,41,159.4,68.9,87.2,NA,NA,Pulverizado,2015
51,Spal,Bens de Consumo,11232.2,2786.7,14.2,227.3,186.8,1401.1,1331.1,16.2,14,8.2,-4.6,0.3,66.1,47.9,NA,18125,NA,NA,NA,442,NA,NA,Mexicano,2018
309,CEB Distribuição,Energia,2336.2,579.6,-19.7,22.7,13.9,112.3,99.3,20.2,14,3.9,40.7,0.7,84.5,36.1,484.7,982,513.5,NA,401.4,34.7,NA,NA,Estatal,2016
327,Supermercado Bahamas,Varejo,2487,617,4.6,8.3,8.2,49.8,48.2,13.7,14,1.3,30.5,0.6,83.9,48,101.4,8359,12.7,62.1,30.7,28.9,NA,NA,Brasileiro,2019
28,Sabesp,Infraestrutura,17053.7,4231,6.3,848,733.7,5290.4,5059.7,15.4,13.9,20,52.7,0.3,54.5,42.5,2550.6,14449,181.4,517.3,701.5,1698.3,NA,NA,Estatal,2018
408,Energisa Paraíba,Energia,1821.4,451.9,3.9,32.6,31.4,219.8,204.1,13.4,13.9,7.2,50.9,1,66.6,40.5,338.5,1979,169.4,27.3,226.3,90,NA,NA,Brasileiro,2015
102,Lar,Produção Agropecuária,6844.9,1698.2,3.2,61,57.3,422.6,409.1,14.3,13.9,3.6,146.9,0.9,69.6,22.1,285.5,13494,24.5,117,59.6,145.2,643.6,37.9,Brasileiro,2019
384,Petrobahia,Atacado,2032.4,504.2,30.9,2.2,2.2,15.1,14.8,13.5,13.9,0.4,8.6,1,68.8,23,10.7,65,162.7,1.3,5.5,5,NA,NA,Brasileiro,2018
310,ISA CTEEP,Energia,2676.1,663.9,-8.2,359.5,437.3,2926.4,2926.1,11.3,13.8,54.1,297.3,2,38,30.5,679.1,NA,NA,NA,221.5,481.4,NA,NA,Colombiano,2019
29,Sabesp,Infraestrutura,16050.1,3982,0,770.3,676.4,4883.5,4701.9,15.2,13.8,19.3,-53.1,0.3,55.2,43.4,2281.8,13672,164.1,532.3,634.8,1411.6,NA,NA,Estatal,2017
494,Hering,Têxteis,1583.7,392.9,-2.8,46.8,53.3,356.8,353.9,12,13.8,11.9,219.8,3.4,21.5,3.6,170.3,6047,27.5,71.6,47.9,65.8,10.7,2.7,Pulverizado,2019
258,Casa da Moeda,Diversos,2983.6,740.2,3.5,70.8,91.5,649.6,630.7,10.4,13.8,9.6,173.6,2.2,33.5,9.4,192.8,2648,71.4,140.4,16.9,98,3.7,0.5,Estatal,2015
294,Randon,Autoindústria,2811.8,697.6,15.7,56.1,61.4,425.5,419.9,12.5,13.8,8,370.5,1,60.6,41.8,160.3,4628,39,NA,39.8,73.8,53.8,7.7,Brasileiro,2019
354,TecBan,Indústria Digital,2171.1,538.6,11.6,21.1,17.4,132,125.9,16,13.8,3.9,22.5,0.4,74.8,54.1,229.9,4044,60.4,45.8,51.4,113.7,NA,NA,Brasileiro,2017
93,Raízen Energia,Energia,6872.5,1705,-10.1,363.2,384.5,2620.7,2569.3,12.7,13.7,21.3,532.8,0.7,48.3,35.4,647.5,NA,NA,NA,119.8,490.7,937.3,55,Bras-Anglo-Holand,2017
232,Cooperativa Agrária,Produção Agropecuária,3434.9,852.2,-0.2,48.3,48.3,358.7,349.9,13.3,13.7,5.7,124.6,1.1,61.4,15.3,158.9,1294,123.5,27,67.4,82.4,NA,NA,Brasileiro,2019
142,Liquigás,Atacado,5070.8,1258,15.5,37.5,38.2,263.5,258.1,13.3,13.7,3,50.2,1.3,32.4,13.1,207,3093,66.6,83.7,42,77.9,NA,NA,Estatal,2018
10,Bunge,Bens de Consumo,36019.2,8936.2,-3.4,254.6,348.9,2325.7,2242.5,9.6,13.7,2.8,1368.8,1.2,59.8,23.9,NA,9929,NA,NA,NA,314.9,5785.5,64.7,Holandês,2015
235,Integrada,Produção Agropecuária,3096.4,768.2,8.2,21.2,19.8,146.7,139.8,14,13.7,2.8,22.7,1,72.1,16.5,68.7,1611,41.8,18.2,9.8,41.2,146.6,19.1,Brasileiro,2016
191,CPFL Piratininga,Energia,3565.3,884.5,-24.7,23.7,18.8,110.2,98.3,15.9,13.7,2.7,41.8,0.8,89.3,54,767.8,1259,619.7,26.6,679.8,87.6,NA,NA,Brasileiro,2016
286,Supermercado Líder,Varejo,2693.8,668.3,NA,NA,6.8,NA,49.8,NA,13.6,NA,8.9,0.8,76.4,16.9,185.1,12369,15.5,71.4,13.5,NA,NA,NA,Brasileiro,2017
406,SLC Agrícola,Produção Agropecuária,1904.8,472.6,5.6,86.8,98.7,676.6,672.4,11.9,13.6,18.4,120,0.9,49.3,16.5,258.1,3511,87.7,39.7,35.1,-19.9,253.6,53.7,Brasileiro,2018
112,Cedae,Infraestrutura,6259.4,1552.9,8.7,270.6,253.8,1879.4,1805.6,13.9,13.6,17.4,412.1,0.6,49.8,43.9,697.2,5005,137.7,187.9,140.5,329.2,NA,NA,Estatal,2019
160,Petrogal Brasil,Energia,4422.6,1097.2,36.3,182.6,148.2,1085.6,1036.1,16.1,13.6,16.6,173.2,0.3,66.9,57.4,407.3,74,6034.5,10.9,61.7,523.2,837.3,76.3,Português,2017
211,Copacol,Produção Agropecuária,3542.9,879,2.3,44.7,43.3,316.9,309.9,13.8,13.6,5.1,95.6,0.9,62.6,19.1,201.6,9427,22.1,83.2,47.4,96.9,296.4,33.7,Brasileiro,2017
34,RD,Varejo,14969.6,3713.9,7.2,125.9,130,922.5,905.7,13,13.6,3.4,398.4,1.2,51,12.9,1196.1,36262,35,410.9,478.2,289.6,NA,NA,Brasileiro,2018
50,Lojas Americanas,Varejo,12082.2,2997.5,2.5,86.2,73.5,561.3,511.9,14.6,13.6,2.9,607.7,0.7,84.8,48.7,932.3,20715,44.9,139.7,266.7,539.4,NA,NA,Brasileiro,2015
179,Caramuru Alimentos,Produção Agropecuária,4200.3,1042.1,12.1,28,26.6,201.5,196,13.9,13.6,2.7,13,0.8,79.4,25.4,-124.5,2350,-51.2,36.1,16.3,121.4,525.6,50.4,Brasileiro,2018
315,Panvel Farmácias,Varejo,2467.8,612.3,2.2,15.2,16.1,115.8,114.6,12.7,13.6,2.5,73,1.3,55.4,12.6,175,6397,27.2,71.7,63.2,32.5,NA,NA,Brasileiro,2017
256,Rio Paraná Energia,Energia,3206.4,795.5,167.5,290.8,298.7,1992.1,1944.3,12.8,13.5,36.6,15.8,1.1,57.2,41.9,644.6,332,1977.3,17.8,177.4,583.6,NA,NA,Chinês,2019
16,Cervejaria Ambev,Bens de Consumo,23875.3,5923.4,1.7,1792.4,1968.5,12413,12352.5,12.2,13.5,30.3,-2300,0.3,49.7,28.1,5842.2,30911,184.1,519.4,3457.2,2098.1,41.3,0.7,Belga,2017
274,MRV,Indústria da Construção,2875.6,713.4,16.1,147.9,178.6,1200.2,1198.3,11.2,13.5,20.7,723.9,1.3,60.5,43.8,215.4,4708,45.5,88.8,72.4,45.8,NA,NA,Brasileiro,2018
126,Equatorial Energia Pará,Energia,5719.9,1419.1,-1.8,112.8,116.4,837.3,819.2,12.8,13.5,7.9,570.6,1.2,66.5,53.4,861.6,1273,652.7,20.3,678,260.1,NA,NA,Brasileiro,2019
308,Vonpar Refrescos,Bens de Consumo,2341.5,580.9,-3.4,22.1,22.9,142.9,137.2,12.6,13.5,3.8,51.8,1.1,53.5,18.1,NA,NA,NA,NA,NA,46.9,NA,NA,Brasileiro,2016
342,Bahiagás,Energia,2387.2,592.2,19.2,21.6,23.3,153.7,151.1,12.4,13.5,3.7,63.5,1.6,37.5,10.9,62.9,232,271.5,12,30.6,31.7,NA,NA,Estatal,2019
468,Capal,Produção Agropecuária,1472.2,365.2,21.2,10.2,11.5,84.3,82.4,11.7,13.5,2.8,44.4,1,62,20.7,25.4,638,42.4,8.6,2.1,17.9,NA,NA,Brasileiro,2016
230,Novartis,Farmacêutico,3415.4,847.3,4.1,18.4,20.3,94.7,93.4,12.1,13.5,2.2,137.5,1.1,86.8,29.7,303.9,1807,169.5,107.5,148.3,62.6,15.3,1.8,Suíço,2018
385,Pró-Saúde,Serviços de Saúde,1954.7,485,-3.7,3.4,4.7,35.6,34.7,9.5,13.5,0.7,74.2,1.1,86.7,21,NA,NA,NA,NA,NA,10.9,NA,NA,Brasileiro,2015
218,Vigor,Bens de Consumo,3568.2,885.3,39.9,66.4,64.2,503.1,472,13,13.4,7.5,39.6,0.6,51.4,26.9,196.3,4097,50.3,74.6,57.7,102.7,234,26.4,Brasileiro,2015
299,Panvel Farmácias,Varejo,2415.3,599.2,-1.6,13.1,14.7,108,105.5,11.6,13.4,2.2,52,1.3,54.3,8.6,163.4,6462,26.1,68.5,58,32.7,NA,NA,Brasileiro,2016
326,Cenibra,Papel e Celulose,2409.2,597.7,14.4,120.2,118.1,870,852.2,13.2,13.3,20.1,78.1,0.9,30.2,13.6,172.2,4197,41.5,70.1,-14.2,180.3,580.2,97.1,Japonês,2017
321,Mahle,Autoindústria,2393,593.7,-7,57.7,59.1,406.2,379.1,12.3,13.3,9.7,120,0.9,42,25.4,256.6,7057,34.9,107.5,95.4,95.5,276.9,46.6,Alemão,2015
411,Usina Colombo,Energia,1821.1,451.8,7,41.5,44,327.3,320.7,12.3,13.3,9.2,147.7,1.4,47.1,30,NA,NA,NA,NA,NA,87.2,NA,NA,Brasileiro,2017
46,Basf,Química e Petroquímica,12663.7,3141.8,23.2,158.5,168.4,1218.6,1196.5,12.3,13.3,5,46.6,1.1,63.1,4.2,NA,4870,NA,244.1,NA,377.3,341.3,10.9,Alemão,2019
159,Camil,Bens de Consumo,4160.4,1032.2,16.1,48.9,55.3,380,373.4,11.6,13.3,4.7,180.6,0.9,58.3,26.2,279.7,4466,62.5,60.4,120.8,114.2,18.4,1.8,Brasileiro,2016
373,Petrovia,Transporte,2088.9,518.2,-15.3,6.8,8,47.4,47.3,11.2,13.3,1.3,43.2,2.4,40.2,0.3,18.7,114,165.4,0.4,3,9.3,NA,NA,Brasileiro,2018
146,Grupo Martins,Atacado,4536.2,1125.4,-5.1,10.3,13.1,96.1,95.3,10.4,13.3,0.9,105.9,1.2,76.8,18.4,114.4,3899,28.6,59.6,40.3,14.9,NA,NA,Brasileiro,2016
83,Raízen Energia,Energia,7646.4,1897,11.4,316.6,339.4,2567.7,2449.4,11.8,13.2,16.7,174.6,0.7,54.3,38.2,881.3,23268,39.5,352.8,182.2,724.4,1330.7,70.1,Bras-Anglo-Holand,2016
46,Globo,Comunicações,11662.6,2893.4,-15.8,433.5,540,3511.3,3466.1,10.4,13.2,15,923.3,1.5,33.8,17.3,NA,NA,NA,NA,NA,126.2,NA,NA,Brasileiro,2016
66,Syngenta,Química e Petroquímica,9663.8,2397.6,NA,167.9,193.7,1399.7,1393.9,11.4,13.2,7,953,2.1,42.3,1.2,432,2475,171.2,133.8,88,286.2,96.3,4,Chinês,2018
9,Atacadão,Atacado,34207.1,8486.6,4.4,426.3,429.3,3296.9,3260.7,12.9,13.2,5,-109.8,0.8,44.4,9.2,1267.1,NA,NA,NA,448.1,674.4,NA,NA,Francês,2017
